district,customer_since,age,is_married,address,salary,ed,employment_status,is_retired,gender,reside,service
3,4,31,No,5,39.000,2,5,No,F,2,Complete Service
3,53,64,Yes,10,54.000,2,20,No,M,2,Complete Service
3,1,59,No,4,9.000,1,4,Yes,F,1,Advanced Service
3,19,30,Yes,10,33.000,4,1,No,F,3,Complete Service
2,33,30,No,11,28.000,1,9,No,F,1,Fundamental Service
3,42,36,Yes,14,44.000,2,11,No,F,3,Advanced Service
1,60,32,No,12,34.000,4,4,No,M,2,E-Service
2,57,51,Yes,7,68.000,4,18,No,M,3,Advanced Service
1,64,39,No,5,37.000,1,9,No,F,1,Fundamental Service
2,28,20,Yes,1,18.000,3,0,No,F,3,Complete Service
1,29,35,Yes,10,55.000,2,7,No,F,4,Advanced Service
1,46,31,Yes,12,21.000,1,5,No,F,5,Advanced Service
1,22,41,Yes,9,29.000,3,11,No,F,4,Fundamental Service
2,10,56,No,26,9.000,2,6,Yes,F,2,Fundamental Service
3,50,41,No,16,138.000,2,18,No,M,1,E-Service
1,55,65,No,34,28.000,4,12,Yes,M,1,Complete Service
2,15,54,No,7,62.000,1,11,No,F,1,Fundamental Service
1,31,32,Yes,13,37.000,3,8,No,M,3,Complete Service
3,5,44,No,5,83.000,1,16,No,M,1,E-Service
2,69,63,No,28,168.000,1,43,No,M,2,Advanced Service
2,26,27,Yes,4,33.000,4,1,No,F,6,Complete Service
3,10,33,Yes,2,66.000,3,9,No,M,4,Fundamental Service
1,26,30,No,9,18.000,4,1,No,F,3,Complete Service
3,25,30,No,0,20.000,1,4,No,M,1,Advanced Service
3,30,23,Yes,4,19.000,3,1,No,F,4,E-Service
1,21,39,Yes,7,25.000,2,1,No,F,4,Advanced Service
1,71,46,No,27,119.000,5,7,No,M,1,Complete Service
3,11,48,Yes,5,323.000,4,25,No,F,4,Advanced Service
1,24,30,Yes,7,45.000,1,11,No,M,2,Fundamental Service
1,65,59,Yes,27,197.000,4,26,No,F,2,E-Service
1,16,34,Yes,13,56.000,3,10,No,M,3,Fundamental Service
3,37,51,Yes,26,24.000,4,4,No,F,2,E-Service
1,5,30,No,4,25.000,3,6,No,F,1,Advanced Service
1,3,55,Yes,9,26.000,5,0,No,M,2,E-Service
1,5,32,No,6,33.000,4,3,No,F,2,Fundamental Service
1,60,44,Yes,4,150.000,2,24,No,F,2,Complete Service
2,19,37,Yes,4,99.000,2,15,No,M,3,E-Service
3,54,40,No,19,50.000,4,12,No,M,2,Complete Service
2,25,41,No,3,81.000,3,20,No,M,4,Advanced Service
2,1,36,No,6,21.000,1,1,No,F,2,E-Service
3,54,68,No,7,273.000,3,27,No,M,1,Fundamental Service
1,14,31,Yes,9,39.000,3,4,No,M,7,Fundamental Service
3,14,28,Yes,7,17.000,2,3,No,F,4,Fundamental Service
2,10,45,Yes,8,115.000,3,17,No,M,4,E-Service
1,7,23,No,3,27.000,2,1,No,M,3,Fundamental Service
2,33,45,No,24,35.000,1,6,No,F,1,Advanced Service
1,3,23,No,2,20.000,2,4,No,F,1,Fundamental Service
2,56,58,Yes,3,92.000,1,25,No,F,3,Fundamental Service
2,54,56,No,8,207.000,2,35,No,M,1,Advanced Service
1,72,55,Yes,28,40.000,1,11,No,F,5,E-Service
1,18,29,No,4,40.000,2,1,No,F,1,Advanced Service
3,25,29,No,9,55.000,4,1,No,F,1,Fundamental Service
1,42,62,No,26,26.000,1,35,Yes,M,1,Fundamental Service
3,4,37,No,2,41.000,2,8,No,F,1,Fundamental Service
2,12,50,Yes,16,203.000,4,25,No,F,2,Fundamental Service
2,53,64,Yes,17,380.000,2,36,No,M,2,Advanced Service
2,13,38,Yes,8,104.000,4,6,No,F,7,Complete Service
3,18,31,Yes,12,24.000,3,4,No,F,4,E-Service
3,67,42,Yes,20,81.000,3,20,No,M,5,Complete Service
2,6,24,No,2,17.000,1,1,No,F,1,Advanced Service
1,25,46,No,13,45.000,1,12,No,M,1,Advanced Service
2,15,39,No,19,32.000,2,2,No,F,1,E-Service
3,32,35,No,12,57.000,4,5,No,F,1,E-Service
2,22,39,No,0,63.000,4,9,No,F,1,E-Service
2,8,22,No,3,25.000,4,0,No,F,1,Advanced Service
1,3,31,Yes,4,22.000,1,1,No,F,2,Fundamental Service
2,32,54,No,6,155.000,2,20,No,F,1,Fundamental Service
1,49,54,No,24,30.000,2,5,No,F,1,E-Service
2,2,28,No,7,46.000,3,0,No,M,1,Complete Service
1,39,47,No,1,68.000,4,10,No,M,2,E-Service
1,42,33,No,2,67.000,2,5,No,F,2,E-Service
1,28,36,No,3,69.000,3,2,No,F,1,Complete Service
2,41,46,Yes,14,47.000,2,11,No,F,5,Complete Service
3,67,50,Yes,31,83.000,2,12,No,F,2,E-Service
1,38,40,No,15,34.000,2,11,No,M,1,E-Service
2,18,38,No,8,45.000,2,2,No,M,4,Complete Service
2,6,42,Yes,17,29.000,2,2,No,M,2,Complete Service
2,4,36,No,0,21.000,2,1,No,M,3,Fundamental Service
1,13,23,Yes,3,30.000,3,0,No,M,4,Complete Service
1,20,35,No,0,78.000,4,7,No,F,1,Complete Service
1,34,49,Yes,27,61.000,3,15,No,M,2,Advanced Service
1,46,29,Yes,4,90.000,5,3,No,F,4,Complete Service
1,48,41,No,21,43.000,2,7,No,F,1,E-Service
3,69,61,Yes,12,301.000,2,37,No,F,2,Advanced Service
1,32,34,Yes,7,32.000,2,15,No,F,4,Fundamental Service
1,29,29,No,9,41.000,2,9,No,F,2,E-Service
3,55,52,No,22,127.000,1,28,No,M,3,E-Service
3,72,60,Yes,36,271.000,1,43,No,M,2,Advanced Service
3,29,26,No,1,32.000,3,2,No,M,1,Fundamental Service
2,50,25,Yes,1,36.000,4,2,No,M,5,Complete Service
3,35,50,Yes,11,293.000,3,21,No,F,2,Fundamental Service
3,11,63,No,9,41.000,3,3,No,F,1,Fundamental Service
1,9,29,No,9,39.000,3,5,No,M,1,Fundamental Service
2,51,48,No,27,58.000,1,18,No,F,1,Advanced Service
1,33,34,Yes,2,28.000,1,3,No,M,3,E-Service
1,25,20,No,0,15.000,2,0,No,F,2,Advanced Service
3,31,34,No,9,105.000,4,7,No,M,4,Advanced Service
2,67,40,Yes,10,80.000,4,8,No,M,2,Complete Service
3,55,45,No,8,36.000,2,9,No,F,3,Advanced Service
3,19,50,No,7,112.000,4,3,No,M,1,Complete Service
1,39,34,Yes,11,55.000,4,10,No,M,4,Complete Service
2,52,35,Yes,8,40.000,4,1,No,F,2,Advanced Service
3,55,37,Yes,15,23.000,2,0,No,M,5,Advanced Service
2,25,62,No,27,28.000,4,33,Yes,M,1,Complete Service
3,33,58,No,12,21.000,2,23,Yes,M,1,Fundamental Service
2,48,35,No,5,63.000,4,12,No,F,2,Advanced Service
2,48,31,Yes,12,52.000,4,3,No,F,3,Complete Service
2,49,57,No,3,189.000,1,31,No,M,3,Fundamental Service
3,54,32,Yes,0,50.000,1,15,No,F,3,Advanced Service
1,45,32,Yes,9,23.000,1,15,No,F,4,Fundamental Service
3,4,37,Yes,1,33.000,2,15,No,M,5,Fundamental Service
3,49,27,Yes,3,29.000,3,6,No,M,3,E-Service
2,23,35,No,2,96.000,3,4,No,F,1,Complete Service
2,31,44,No,23,80.000,5,15,No,F,1,E-Service
2,55,44,Yes,2,68.000,2,15,No,F,5,Advanced Service
1,9,28,No,7,30.000,1,4,No,M,6,Fundamental Service
2,55,57,Yes,25,34.000,2,12,No,F,3,Fundamental Service
1,34,30,No,3,35.000,2,2,No,M,3,Advanced Service
1,10,23,No,4,36.000,2,1,No,F,3,Advanced Service
2,62,76,No,20,35.000,3,18,Yes,M,1,E-Service
2,51,36,No,13,62.000,3,9,No,F,2,Complete Service
1,65,48,No,28,94.000,1,25,No,F,1,E-Service
3,53,33,No,1,60.000,1,6,No,F,2,Complete Service
1,23,35,No,4,118.000,2,11,No,F,1,Fundamental Service
3,1,30,No,3,135.000,4,3,No,F,3,Fundamental Service
3,66,55,No,20,80.000,2,24,No,M,1,Advanced Service
3,8,27,Yes,0,21.000,3,3,No,M,2,E-Service
3,18,28,Yes,3,22.000,1,2,No,M,5,Fundamental Service
3,36,32,Yes,3,63.000,4,7,No,F,4,E-Service
1,13,40,No,16,142.000,2,18,No,M,1,Fundamental Service
3,4,44,No,15,32.000,3,0,No,M,1,Advanced Service
3,20,32,No,10,19.000,3,5,No,F,1,E-Service
1,66,39,Yes,12,60.000,4,10,No,F,3,Complete Service
3,67,47,Yes,7,97.000,1,23,No,F,4,Advanced Service
1,11,24,Yes,0,31.000,2,3,No,M,4,Complete Service
1,6,26,No,7,30.000,3,1,No,M,2,Fundamental Service
2,13,23,Yes,4,31.000,1,5,No,M,4,Fundamental Service
2,2,29,Yes,3,44.000,2,9,No,M,6,Complete Service
1,4,40,No,12,38.000,2,5,No,F,1,Fundamental Service
1,34,63,Yes,10,23.000,2,0,No,M,2,Complete Service
1,13,34,Yes,6,37.000,3,6,No,F,4,Advanced Service
2,37,40,Yes,14,26.000,2,0,No,F,5,E-Service
1,45,30,Yes,8,38.000,2,5,No,F,6,Advanced Service
2,71,70,No,30,153.000,3,34,Yes,M,1,Advanced Service
1,35,40,No,5,49.000,1,20,No,M,1,Fundamental Service
3,44,41,No,21,51.000,3,7,No,F,1,Fundamental Service
3,44,45,Yes,19,88.000,1,21,No,F,2,Advanced Service
1,26,41,Yes,20,19.000,1,0,No,M,6,Fundamental Service
2,42,46,Yes,9,31.000,1,12,No,M,3,Fundamental Service
2,41,47,Yes,6,90.000,2,19,No,F,3,Fundamental Service
1,31,24,Yes,3,14.000,1,0,No,F,4,Fundamental Service
3,62,63,No,43,341.000,2,30,No,F,1,Advanced Service
1,12,23,Yes,2,24.000,4,0,No,M,8,Complete Service
2,45,49,Yes,27,81.000,2,7,No,M,4,Advanced Service
1,47,34,Yes,4,63.000,2,13,No,M,4,Fundamental Service
2,23,22,Yes,1,27.000,1,4,No,F,5,Advanced Service
3,39,34,No,4,20.000,5,3,No,M,1,Complete Service
2,19,26,No,2,48.000,3,0,No,F,2,Advanced Service
1,13,54,No,12,121.000,4,23,No,F,1,Advanced Service
2,5,33,No,6,39.000,3,4,No,F,3,Complete Service
2,11,19,No,0,21.000,2,0,No,F,1,Fundamental Service
3,4,32,No,2,53.000,4,5,No,F,1,Fundamental Service
3,17,42,No,8,58.000,1,23,No,F,1,E-Service
2,7,27,No,3,39.000,3,2,No,F,1,Fundamental Service
1,19,65,No,3,108.000,1,33,No,F,3,Advanced Service
2,32,34,Yes,0,38.000,1,10,No,F,4,E-Service
2,53,51,No,31,245.000,4,0,No,F,1,E-Service
1,51,38,No,19,51.000,1,18,No,M,1,Advanced Service
1,35,34,No,7,78.000,4,10,No,M,1,Fundamental Service
1,3,31,Yes,4,23.000,4,4,No,F,5,Complete Service
1,22,48,No,7,88.000,4,12,No,F,1,Fundamental Service
3,17,21,Yes,0,25.000,2,1,No,M,3,Advanced Service
2,68,39,No,20,73.000,2,16,No,M,1,E-Service
2,27,41,Yes,7,62.000,4,15,No,M,2,Advanced Service
3,68,52,Yes,8,456.000,3,30,No,M,4,Advanced Service
3,56,42,Yes,10,24.000,2,5,No,F,2,Advanced Service
3,11,32,No,8,23.000,2,0,No,M,1,Fundamental Service
3,5,47,No,7,46.000,1,6,No,M,1,Fundamental Service
3,16,50,No,5,263.000,2,29,No,M,3,Advanced Service
2,59,30,No,2,34.000,4,2,No,M,1,E-Service
1,60,64,No,14,33.000,2,13,Yes,F,1,Complete Service
3,55,47,No,11,37.000,1,11,No,F,1,Advanced Service
1,18,56,No,22,296.000,2,25,No,F,1,Fundamental Service
2,16,22,No,0,26.000,3,0,No,M,3,E-Service
1,35,57,Yes,32,47.000,4,12,No,F,2,E-Service
3,31,23,Yes,1,31.000,3,1,No,M,2,Complete Service
2,20,49,Yes,5,264.000,2,29,No,M,2,Fundamental Service
2,16,27,No,5,41.000,4,2,No,M,1,Complete Service
2,69,48,Yes,27,55.000,2,4,No,F,2,Advanced Service
3,69,66,Yes,31,49.000,2,15,No,F,2,Fundamental Service
2,27,24,Yes,3,26.000,1,7,No,M,4,Fundamental Service
3,48,39,No,20,110.000,4,9,No,F,1,Advanced Service
1,18,52,Yes,20,66.000,1,19,No,M,2,Fundamental Service
2,24,40,Yes,4,39.000,3,5,No,M,2,Advanced Service
2,17,42,No,6,31.000,2,2,No,F,1,Complete Service
2,9,24,Yes,3,26.000,4,1,No,M,3,Fundamental Service
2,15,46,No,5,232.000,4,15,No,M,2,Complete Service
1,62,37,Yes,10,43.000,4,1,No,M,3,E-Service
1,9,41,No,12,39.000,4,3,No,F,1,Fundamental Service
2,71,41,Yes,10,73.000,2,23,No,M,2,Advanced Service
2,62,59,Yes,37,74.000,1,20,No,F,2,Advanced Service
2,20,38,No,19,237.000,4,13,No,F,1,Complete Service
1,19,33,Yes,11,22.000,1,3,No,F,5,Advanced Service
2,49,61,Yes,28,21.000,1,8,No,F,2,Advanced Service
3,3,64,No,3,9.000,2,6,Yes,F,1,Fundamental Service
1,33,36,No,2,41.000,5,10,No,F,1,Fundamental Service
2,38,44,No,1,50.000,4,7,No,M,1,E-Service
3,42,48,Yes,14,27.000,3,5,No,M,3,Complete Service
1,11,26,No,2,53.000,3,3,No,F,1,Complete Service
3,27,28,Yes,0,58.000,3,0,No,F,2,Advanced Service
3,23,50,No,1,151.000,4,8,No,M,1,Fundamental Service
2,4,38,Yes,13,54.000,2,4,No,F,2,Advanced Service
3,36,42,No,5,31.000,1,4,No,M,1,Fundamental Service
2,37,42,No,10,115.000,1,22,No,M,1,Advanced Service
3,24,58,Yes,30,24.000,1,5,No,F,2,Fundamental Service
3,4,24,No,1,17.000,2,2,No,F,3,Fundamental Service
3,54,33,No,5,47.000,2,13,No,M,2,Advanced Service
3,7,49,No,8,36.000,1,0,No,M,1,Advanced Service
1,10,28,No,9,75.000,4,1,No,F,1,Complete Service
3,24,35,Yes,10,41.000,5,6,No,M,2,E-Service
3,12,31,No,8,18.000,4,4,No,F,1,Fundamental Service
2,45,54,No,25,171.000,3,33,No,M,1,Advanced Service
3,59,55,Yes,29,42.000,3,21,No,M,2,E-Service
1,3,21,Yes,1,36.000,3,0,No,M,4,Fundamental Service
3,8,35,No,6,31.000,5,7,No,F,1,Complete Service
1,16,59,No,5,207.000,2,37,No,M,2,Complete Service
3,32,33,No,1,38.000,1,12,No,M,1,Fundamental Service
1,8,49,No,14,134.000,4,9,No,M,1,Complete Service
1,9,28,Yes,8,28.000,3,4,No,F,3,E-Service
2,12,19,Yes,0,15.000,2,0,No,M,4,E-Service
2,24,43,Yes,15,48.000,4,4,No,F,6,Complete Service
3,72,75,No,48,14.000,2,6,Yes,M,1,E-Service
3,58,61,No,42,101.000,4,18,No,M,1,E-Service
1,70,44,Yes,24,87.000,2,18,No,F,3,Advanced Service
3,9,25,No,3,27.000,1,4,No,M,1,Fundamental Service
1,49,25,No,1,27.000,5,0,No,M,1,E-Service
3,52,54,No,7,59.000,3,22,No,F,1,Advanced Service
1,10,42,Yes,10,294.000,4,9,No,M,6,Complete Service
1,14,52,Yes,2,44.000,3,5,No,F,2,Advanced Service
1,19,27,Yes,3,35.000,2,4,No,F,6,Complete Service
3,12,36,Yes,4,205.000,4,10,No,M,4,E-Service
1,65,59,No,27,732.000,3,31,No,M,1,E-Service
1,67,40,Yes,14,59.000,3,11,No,F,2,Advanced Service
2,29,24,Yes,3,23.000,1,7,No,F,2,Advanced Service
3,55,46,No,8,87.000,2,19,No,M,1,Fundamental Service
3,71,67,Yes,25,110.000,1,23,No,M,2,Advanced Service
3,5,44,Yes,2,83.000,3,14,No,M,3,Advanced Service
3,60,58,No,0,63.000,4,21,No,M,3,E-Service
2,10,40,No,6,22.000,3,6,No,M,1,Fundamental Service
3,52,64,No,44,43.000,3,7,No,F,1,Complete Service
2,61,43,Yes,22,35.000,2,11,No,F,3,E-Service
1,61,29,Yes,5,48.000,2,11,No,F,4,E-Service
2,67,47,Yes,19,69.000,3,12,No,F,3,Advanced Service
3,41,42,Yes,12,26.000,4,5,No,F,4,E-Service
1,30,28,No,1,20.000,1,8,No,M,1,Fundamental Service
1,24,46,No,12,43.000,2,6,No,F,1,Complete Service
1,72,75,No,37,33.000,1,44,Yes,M,1,E-Service
2,17,35,No,7,66.000,2,11,No,F,1,Complete Service
2,65,72,No,46,12.000,2,0,Yes,F,1,Advanced Service
1,15,30,Yes,8,90.000,2,11,No,F,5,Complete Service
1,34,33,No,8,35.000,3,2,No,M,1,E-Service
1,26,43,No,23,51.000,5,4,No,M,1,E-Service
2,36,45,No,22,117.000,3,15,No,M,1,E-Service
1,60,48,No,29,100.000,2,26,No,M,1,Advanced Service
1,16,54,No,20,147.000,1,29,No,F,4,Advanced Service
2,1,33,No,5,53.000,4,6,No,M,1,Fundamental Service
3,56,30,Yes,9,57.000,5,2,No,F,4,E-Service
2,6,50,No,5,37.000,2,0,No,F,1,E-Service
2,48,34,No,7,42.000,3,2,No,M,1,E-Service
2,34,36,Yes,17,50.000,1,4,No,F,2,Advanced Service
2,54,42,Yes,0,55.000,4,2,No,F,5,Complete Service
3,38,31,Yes,2,42.000,2,7,No,M,4,Complete Service
2,25,55,No,15,37.000,1,7,No,M,1,Fundamental Service
1,47,69,Yes,17,228.000,3,39,No,M,4,Complete Service
1,72,62,Yes,35,163.000,5,31,No,F,2,Complete Service
2,6,35,Yes,6,28.000,4,3,No,M,3,Complete Service
1,30,51,Yes,9,118.000,5,21,No,M,2,Fundamental Service
1,65,70,Yes,9,115.000,2,39,Yes,M,2,Complete Service
1,22,44,Yes,19,37.000,4,1,No,F,2,Advanced Service
1,60,53,No,32,93.000,1,28,No,F,1,Advanced Service
2,19,32,No,12,71.000,4,5,No,M,1,Complete Service
3,18,25,No,4,26.000,2,7,No,M,3,Fundamental Service
1,9,37,Yes,10,14.000,4,5,No,M,6,Fundamental Service
1,1,34,Yes,6,18.000,1,0,No,M,2,Fundamental Service
3,10,28,Yes,2,36.000,4,0,No,M,3,Complete Service
3,45,34,Yes,14,43.000,4,0,No,F,4,E-Service
1,25,28,Yes,6,41.000,4,4,No,M,4,Advanced Service
3,66,39,No,1,66.000,2,15,No,M,1,E-Service
1,27,67,No,1,33.000,4,19,Yes,M,1,Advanced Service
1,19,41,No,5,53.000,4,6,No,F,1,Fundamental Service
2,17,41,Yes,9,28.000,4,3,No,F,6,Fundamental Service
2,16,36,No,13,58.000,4,4,No,F,1,Fundamental Service
1,8,42,Yes,2,129.000,4,17,No,M,3,Fundamental Service
1,3,25,No,0,65.000,4,0,No,M,1,Complete Service
3,59,57,No,26,311.000,3,36,No,M,1,Fundamental Service
2,45,37,No,2,57.000,3,14,No,M,1,E-Service
1,66,62,No,31,47.000,2,4,No,M,1,E-Service
3,28,50,Yes,7,25.000,1,3,No,F,2,Fundamental Service
1,15,38,Yes,11,46.000,5,11,No,F,3,Fundamental Service
3,39,34,Yes,10,51.000,3,13,No,M,4,Complete Service
3,38,33,No,4,19.000,2,5,No,M,2,Advanced Service
3,34,29,No,5,26.000,3,4,No,M,2,E-Service
3,60,57,Yes,18,72.000,5,30,Yes,F,2,Complete Service
3,72,65,Yes,33,71.000,1,41,Yes,M,4,Advanced Service
1,42,42,Yes,9,41.000,2,13,No,F,8,Advanced Service
3,32,37,No,9,44.000,2,7,No,F,1,Fundamental Service
3,48,50,Yes,4,208.000,4,19,No,M,2,Complete Service
3,63,37,Yes,1,45.000,4,9,No,M,6,E-Service
3,45,27,Yes,3,39.000,3,2,No,F,4,E-Service
2,68,42,No,16,89.000,4,12,No,F,1,E-Service
1,6,29,Yes,4,19.000,2,5,No,M,2,Fundamental Service
1,68,57,Yes,33,15.000,2,0,No,M,2,Complete Service
3,72,68,Yes,26,59.000,2,36,Yes,M,2,Complete Service
3,53,38,Yes,15,20.000,3,6,No,M,4,E-Service
3,20,51,Yes,11,27.000,4,6,No,F,3,Advanced Service
2,70,35,Yes,4,48.000,2,9,No,F,3,E-Service
3,32,47,No,25,135.000,2,6,No,M,1,Fundamental Service
2,61,52,Yes,23,19.000,1,0,No,F,2,Advanced Service
1,24,25,Yes,3,28.000,4,0,No,F,3,E-Service
2,56,61,Yes,14,12.000,1,16,Yes,M,2,Fundamental Service
3,54,59,No,28,28.000,2,15,No,F,1,E-Service
3,43,38,Yes,7,18.000,3,8,No,M,3,Complete Service
1,19,35,No,7,58.000,3,5,No,M,1,Complete Service
3,5,43,No,16,72.000,3,17,No,M,1,Advanced Service
1,24,61,Yes,6,112.000,4,3,No,M,4,Fundamental Service
3,62,35,Yes,2,28.000,2,8,No,M,2,E-Service
2,14,40,No,13,398.000,5,11,No,M,1,Complete Service
3,60,48,Yes,22,106.000,3,21,No,M,3,Complete Service
2,30,74,Yes,12,10.000,1,3,Yes,M,2,Advanced Service
1,40,42,Yes,16,108.000,3,17,No,F,4,E-Service
2,42,50,Yes,17,85.000,2,15,No,M,4,Fundamental Service
1,20,34,No,14,51.000,3,9,No,M,1,E-Service
1,4,22,Yes,1,22.000,2,2,No,M,3,Advanced Service
2,44,49,Yes,2,66.000,2,8,No,M,4,Complete Service
3,49,63,No,18,10.000,2,2,Yes,F,1,Advanced Service
3,5,36,Yes,2,34.000,1,4,No,M,2,Advanced Service
3,70,50,Yes,29,67.000,1,22,No,F,4,E-Service
1,30,57,Yes,16,19.000,1,1,No,F,4,Fundamental Service
2,28,48,No,20,128.000,4,4,No,M,1,Complete Service
1,5,28,Yes,3,39.000,5,1,No,F,6,Complete Service
2,27,35,No,12,56.000,1,3,No,M,1,Complete Service
2,17,39,No,12,45.000,4,10,No,M,1,Fundamental Service
1,4,37,Yes,8,25.000,1,1,No,M,5,Fundamental Service
1,30,23,Yes,0,24.000,2,1,No,M,4,Advanced Service
3,71,40,Yes,19,53.000,4,14,No,M,2,Complete Service
3,67,77,No,55,49.000,1,45,Yes,M,1,Fundamental Service
3,24,48,Yes,3,38.000,1,16,No,M,2,Fundamental Service
1,24,54,Yes,7,84.000,3,10,No,M,2,Fundamental Service
2,59,54,No,32,126.000,1,22,No,M,1,Advanced Service
3,59,32,No,9,73.000,4,5,No,F,1,E-Service
3,44,37,Yes,1,41.000,4,8,No,M,6,E-Service
1,19,31,Yes,0,22.000,4,2,No,F,3,E-Service
2,58,46,Yes,23,23.000,1,2,No,M,2,Fundamental Service
1,41,53,Yes,22,94.000,2,25,No,F,2,E-Service
2,16,33,No,1,30.000,3,7,No,F,4,Advanced Service
3,13,36,No,11,31.000,2,0,No,F,1,Fundamental Service
1,60,53,No,22,171.000,1,37,No,M,1,Advanced Service
2,72,49,Yes,23,102.000,1,27,No,M,6,E-Service
2,33,39,No,17,27.000,4,3,No,M,1,Complete Service
2,72,45,Yes,25,98.000,4,20,No,M,2,Complete Service
1,66,54,Yes,8,591.000,4,25,No,M,2,Complete Service
3,53,37,Yes,7,25.000,1,2,No,M,6,Advanced Service
2,22,28,Yes,0,36.000,4,0,No,F,4,Complete Service
2,14,26,Yes,1,25.000,2,0,No,M,3,Advanced Service
1,52,49,No,18,69.000,2,13,No,M,2,Advanced Service
3,33,30,Yes,5,22.000,1,0,No,F,2,Advanced Service
3,72,66,No,26,67.000,2,37,Yes,M,1,Advanced Service
1,40,40,Yes,3,73.000,4,12,No,M,4,Advanced Service
2,29,26,No,1,22.000,4,2,No,M,1,Complete Service
3,63,67,No,22,9.000,2,12,Yes,F,1,Advanced Service
2,56,54,No,25,147.000,3,31,No,M,1,E-Service
3,60,50,Yes,26,239.000,2,19,No,M,2,Complete Service
3,28,22,Yes,3,23.000,3,1,No,F,5,Fundamental Service
2,39,39,No,19,29.000,4,6,No,F,1,E-Service
3,65,39,Yes,18,32.000,2,15,No,F,4,Advanced Service
3,29,31,No,7,30.000,3,7,No,M,1,Advanced Service
3,28,36,No,8,57.000,2,13,No,M,2,Advanced Service
1,2,18,No,0,20.000,2,0,No,F,1,Advanced Service
3,67,52,No,13,248.000,2,20,No,M,3,Advanced Service
3,5,35,Yes,9,59.000,3,8,No,M,5,Complete Service
3,48,35,No,10,24.000,2,6,No,F,1,Advanced Service
2,10,26,Yes,4,25.000,1,4,No,M,3,Fundamental Service
2,17,28,No,3,37.000,3,2,No,M,1,Advanced Service
1,21,24,Yes,0,30.000,4,0,No,M,5,Complete Service
2,25,51,No,9,66.000,4,13,No,F,2,Complete Service
3,44,31,No,8,16.000,1,3,No,F,1,Fundamental Service
2,59,49,No,28,429.000,4,23,No,M,2,Complete Service
2,11,26,No,7,20.000,2,4,No,F,1,Fundamental Service
2,50,68,Yes,32,262.000,3,28,No,F,2,Advanced Service
3,23,25,Yes,2,28.000,3,1,No,M,5,E-Service
1,17,19,No,0,18.000,2,0,No,M,2,E-Service
1,15,62,Yes,3,144.000,3,21,No,F,2,Advanced Service
2,68,57,Yes,38,33.000,1,9,No,M,2,E-Service
1,69,42,Yes,23,19.000,3,0,No,M,2,Fundamental Service
1,30,24,Yes,3,30.000,1,7,No,M,5,Fundamental Service
3,22,30,No,8,41.000,2,8,No,F,1,Advanced Service
2,10,20,Yes,1,20.000,2,0,No,M,4,Fundamental Service
1,72,59,Yes,12,65.000,3,21,No,M,6,E-Service
2,34,24,Yes,5,17.000,4,0,No,M,2,Advanced Service
2,43,49,Yes,18,66.000,1,22,No,F,4,Advanced Service
3,31,37,Yes,15,18.000,4,5,No,F,3,Complete Service
2,6,27,Yes,5,26.000,4,2,No,F,5,Fundamental Service
2,48,42,No,21,46.000,4,4,No,F,1,Advanced Service
2,50,25,No,6,19.000,1,5,No,F,3,Fundamental Service
3,20,41,Yes,19,58.000,2,6,No,M,2,E-Service
3,61,73,No,10,25.000,1,21,Yes,F,1,Fundamental Service
2,6,21,No,0,15.000,2,1,No,M,1,Fundamental Service
2,1,22,No,2,35.000,2,2,No,F,1,Fundamental Service
1,21,43,No,13,41.000,2,1,No,M,1,Complete Service
3,7,32,No,1,71.000,4,3,No,F,2,Complete Service
3,65,56,Yes,19,608.000,3,34,No,M,2,Complete Service
1,64,37,No,10,44.000,4,9,No,M,1,E-Service
3,4,30,No,0,41.000,2,0,No,F,2,Advanced Service
1,67,45,Yes,22,83.000,3,11,No,M,2,E-Service
2,22,35,No,12,28.000,2,3,No,F,2,E-Service
3,51,37,Yes,17,101.000,2,10,No,M,2,Advanced Service
1,50,28,No,6,28.000,1,10,No,M,1,Advanced Service
1,31,47,Yes,18,35.000,2,0,No,F,2,Fundamental Service
3,4,28,No,0,39.000,2,3,No,M,1,Advanced Service
3,60,56,No,19,51.000,4,11,No,F,1,Complete Service
3,7,31,Yes,12,31.000,2,7,No,M,6,Fundamental Service
3,20,40,No,2,209.000,4,15,No,M,1,E-Service
2,19,23,Yes,4,37.000,3,1,No,M,4,Advanced Service
3,58,37,Yes,5,64.000,4,8,No,M,2,Complete Service
3,65,64,No,20,88.000,3,26,No,M,1,Complete Service
3,72,61,Yes,34,61.000,1,8,No,F,3,E-Service
3,8,42,No,3,66.000,3,10,No,F,1,Complete Service
2,33,40,Yes,14,19.000,3,5,No,F,2,Fundamental Service
3,18,34,Yes,4,42.000,2,14,No,M,5,Complete Service
2,24,31,Yes,6,41.000,2,13,No,F,5,Advanced Service
3,70,36,No,8,50.000,1,15,No,M,1,E-Service
1,7,38,No,4,70.000,4,4,No,F,1,Complete Service
3,70,59,No,27,85.000,1,19,No,M,1,Advanced Service
2,20,48,Yes,21,45.000,3,2,No,M,2,Advanced Service
3,54,32,Yes,12,27.000,1,9,No,F,2,E-Service
3,36,48,No,28,29.000,1,2,No,F,1,Fundamental Service
3,71,53,Yes,29,48.000,4,0,No,M,2,Advanced Service
1,17,41,No,4,32.000,2,3,No,F,1,Advanced Service
1,18,45,Yes,17,43.000,1,9,No,F,3,Advanced Service
1,16,27,No,8,16.000,5,0,No,M,1,Complete Service
